package_order	package_line	tier	paper_section_label	paper_section_title	namespace	package_name	package_paper_name	paper_role	component_order	component_kind	component_name	component_line	component_signature
24	2549	External canonical extraction and Gate A packaging	subsubsec:directed-quotient-enforcement-clipped-face	Directed quotients and canonical clipping diagnostics	Erdos887Formal.ExternalCanonicalExtraction	Erdos887Formal.ExternalCanonicalExtraction.CanonicalClippingBound	CanonicalClippingBound	canonical clipping bound	3	field	offProduct	2557	offProduct : Nat
24	2549	External canonical extraction and Gate A packaging	subsubsec:directed-quotient-enforcement-clipped-face	Directed quotients and canonical clipping diagnostics	Erdos887Formal.ExternalCanonicalExtraction	Erdos887Formal.ExternalCanonicalExtraction.CanonicalClippingBound	CanonicalClippingBound	canonical clipping bound	4	field	offProduct_eq	2558	offProduct_eq :
24	2549	External canonical extraction and Gate A packaging	subsubsec:directed-quotient-enforcement-clipped-face	Directed quotients and canonical clipping diagnostics	Erdos887Formal.ExternalCanonicalExtraction	Erdos887Formal.ExternalCanonicalExtraction.CanonicalClippingBound	CanonicalClippingBound	canonical clipping bound	5	field	offProduct_le	2560	offProduct_le :
24	2549	External canonical extraction and Gate A packaging	subsubsec:directed-quotient-enforcement-clipped-face	Directed quotients and canonical clipping diagnostics	Erdos887Formal.ExternalCanonicalExtraction	Erdos887Formal.ExternalCanonicalExtraction.CanonicalClippingBound	CanonicalClippingBound	canonical clipping bound	6	field	Lifecycle	2567	Lifecycle: theorem-source component
24	2549	External canonical extraction and Gate A packaging	subsubsec:directed-quotient-enforcement-clipped-face	Directed quotients and canonical clipping diagnostics	Erdos887Formal.ExternalCanonicalExtraction	Erdos887Formal.ExternalCanonicalExtraction.CanonicalClippingBound	CanonicalClippingBound	canonical clipping bound	7	field	Status	2568	Status: theorem-source surface
24	2549	External canonical extraction and Gate A packaging	subsubsec:directed-quotient-enforcement-clipped-face	Directed quotients and canonical clipping diagnostics	Erdos887Formal.ExternalCanonicalExtraction	Erdos887Formal.ExternalCanonicalExtraction.CanonicalClippingBound	CanonicalClippingBound	canonical clipping bound	8	field	Inputs	2569	Inputs: see declaration type and surrounding construction layer
24	2549	External canonical extraction and Gate A packaging	subsubsec:directed-quotient-enforcement-clipped-face	Directed quotients and canonical clipping diagnostics	Erdos887Formal.ExternalCanonicalExtraction	Erdos887Formal.ExternalCanonicalExtraction.CanonicalClippingBound	CanonicalClippingBound	canonical clipping bound	9	field	Output	2570	Output: see declaration codomain
25	2575	External canonical extraction and Gate A packaging	subsubsec:directed-quotient-enforcement-clipped-face	Directed quotients and canonical clipping diagnostics	Erdos887Formal.ExternalCanonicalExtraction	Erdos887Formal.ExternalCanonicalExtraction.CanonicalClippingSource	Clip_can	theorem-source component for canonical clipping	0	PACKAGE	CanonicalClippingSource	2575	structure CanonicalClippingSource where
25	2575	External canonical extraction and Gate A packaging	subsubsec:directed-quotient-enforcement-clipped-face	Directed quotients and canonical clipping diagnostics	Erdos887Formal.ExternalCanonicalExtraction	Erdos887Formal.ExternalCanonicalExtraction.CanonicalClippingSource	Clip_can	theorem-source component for canonical clipping	1	field	clip	2576	clip :
26	2606	External canonical extraction and Gate A packaging	subsubsec:canonical-sector-chamber	Canonical sector chamber	Erdos887Formal.ExternalCanonicalExtraction	Erdos887Formal.ExternalCanonicalExtraction.CanonicalSectorChamber	Sector_can_sector_chamber_ZW	canonical sector chamber	0	PACKAGE	CanonicalSectorChamber	2606	structure CanonicalSectorChamber
26	2606	External canonical extraction and Gate A packaging	subsubsec:canonical-sector-chamber	Canonical sector chamber	Erdos887Formal.ExternalCanonicalExtraction	Erdos887Formal.ExternalCanonicalExtraction.CanonicalSectorChamber	Sector_can_sector_chamber_ZW	canonical sector chamber	1	field	Z	2613	Z : EndpointEdge -> Nat
26	2606	External canonical extraction and Gate A packaging	subsubsec:canonical-sector-chamber	Canonical sector chamber	Erdos887Formal.ExternalCanonicalExtraction	Erdos887Formal.ExternalCanonicalExtraction.CanonicalSectorChamber	Sector_can_sector_chamber_ZW	canonical sector chamber	2	field	Z_pos	2614	Z_pos : forall e, 0 < Z e
26	2606	External canonical extraction and Gate A packaging	subsubsec:canonical-sector-chamber	Canonical sector chamber	Erdos887Formal.ExternalCanonicalExtraction	Erdos887Formal.ExternalCanonicalExtraction.CanonicalSectorChamber	Sector_can_sector_chamber_ZW	canonical sector chamber	3	field	T	2615	T : EndpointVertex -> Nat
26	2606	External canonical extraction and Gate A packaging	subsubsec:canonical-sector-chamber	Canonical sector chamber	Erdos887Formal.ExternalCanonicalExtraction	Erdos887Formal.ExternalCanonicalExtraction.CanonicalSectorChamber	Sector_can_sector_chamber_ZW	canonical sector chamber	4	field	T_pos	2616	T_pos : forall i, 0 < T i
26	2606	External canonical extraction and Gate A packaging	subsubsec:canonical-sector-chamber	Canonical sector chamber	Erdos887Formal.ExternalCanonicalExtraction	Erdos887Formal.ExternalCanonicalExtraction.CanonicalSectorChamber	Sector_can_sector_chamber_ZW	canonical sector chamber	5	field	T_eq_incident_product	2617	T_eq_incident_product :
26	2606	External canonical extraction and Gate A packaging	subsubsec:canonical-sector-chamber	Canonical sector chamber	Erdos887Formal.ExternalCanonicalExtraction	Erdos887Formal.ExternalCanonicalExtraction.CanonicalSectorChamber	Sector_can_sector_chamber_ZW	canonical sector chamber	6	field	b	2619	b : EndpointEdge -> Rat
26	2606	External canonical extraction and Gate A packaging	subsubsec:canonical-sector-chamber	Canonical sector chamber	Erdos887Formal.ExternalCanonicalExtraction	Erdos887Formal.ExternalCanonicalExtraction.CanonicalSectorChamber	Sector_can_sector_chamber_ZW	canonical sector chamber	7	field	b_ne_zero	2620	b_ne_zero : forall e, b e ≠ 0
26	2606	External canonical extraction and Gate A packaging	subsubsec:canonical-sector-chamber	Canonical sector chamber	Erdos887Formal.ExternalCanonicalExtraction	Erdos887Formal.ExternalCanonicalExtraction.CanonicalSectorChamber	Sector_can_sector_chamber_ZW	canonical sector chamber	8	field	endpoint_eq	2621	endpoint_eq :
26	2606	External canonical extraction and Gate A packaging	subsubsec:canonical-sector-chamber	Canonical sector chamber	Erdos887Formal.ExternalCanonicalExtraction	Erdos887Formal.ExternalCanonicalExtraction.CanonicalSectorChamber	Sector_can_sector_chamber_ZW	canonical sector chamber	9	field	totalProduct	2625	totalProduct : Nat
26	2606	External canonical extraction and Gate A packaging	subsubsec:canonical-sector-chamber	Canonical sector chamber	Erdos887Formal.ExternalCanonicalExtraction	Erdos887Formal.ExternalCanonicalExtraction.CanonicalSectorChamber	Sector_can_sector_chamber_ZW	canonical sector chamber	10	field	totalProduct_eq	2626	totalProduct_eq :
26	2606	External canonical extraction and Gate A packaging	subsubsec:canonical-sector-chamber	Canonical sector chamber	Erdos887Formal.ExternalCanonicalExtraction	Erdos887Formal.ExternalCanonicalExtraction.CanonicalSectorChamber	Sector_can_sector_chamber_ZW	canonical sector chamber	11	field	multiplier	2628	multiplier : Nat
26	2606	External canonical extraction and Gate A packaging	subsubsec:canonical-sector-chamber	Canonical sector chamber	Erdos887Formal.ExternalCanonicalExtraction	Erdos887Formal.ExternalCanonicalExtraction.CanonicalSectorChamber	Sector_can_sector_chamber_ZW	canonical sector chamber	12	field	multiplier_pos	2629	multiplier_pos : 0 < multiplier
26	2606	External canonical extraction and Gate A packaging	subsubsec:canonical-sector-chamber	Canonical sector chamber	Erdos887Formal.ExternalCanonicalExtraction	Erdos887Formal.ExternalCanonicalExtraction.CanonicalSectorChamber	Sector_can_sector_chamber_ZW	canonical sector chamber	13	field	reconstructedD	2630	reconstructedD : EndpointVertex -> Nat
26	2606	External canonical extraction and Gate A packaging	subsubsec:canonical-sector-chamber	Canonical sector chamber	Erdos887Formal.ExternalCanonicalExtraction	Erdos887Formal.ExternalCanonicalExtraction.CanonicalSectorChamber	Sector_can_sector_chamber_ZW	canonical sector chamber	14	field	reconstructedD_eq	2631	reconstructedD_eq :
26	2606	External canonical extraction and Gate A packaging	subsubsec:canonical-sector-chamber	Canonical sector chamber	Erdos887Formal.ExternalCanonicalExtraction	Erdos887Formal.ExternalCanonicalExtraction.CanonicalSectorChamber	Sector_can_sector_chamber_ZW	canonical sector chamber	15	field	adjacentGrowthProfile	2633	adjacentGrowthProfile : AdjacentGap -> Rat
26	2606	External canonical extraction and Gate A packaging	subsubsec:canonical-sector-chamber	Canonical sector chamber	Erdos887Formal.ExternalCanonicalExtraction	Erdos887Formal.ExternalCanonicalExtraction.CanonicalSectorChamber	Sector_can_sector_chamber_ZW	canonical sector chamber	16	field	Lifecycle	2639	Lifecycle: theorem-source component
26	2606	External canonical extraction and Gate A packaging	subsubsec:canonical-sector-chamber	Canonical sector chamber	Erdos887Formal.ExternalCanonicalExtraction	Erdos887Formal.ExternalCanonicalExtraction.CanonicalSectorChamber	Sector_can_sector_chamber_ZW	canonical sector chamber	17	field	Status	2640	Status: theorem-source surface
26	2606	External canonical extraction and Gate A packaging	subsubsec:canonical-sector-chamber	Canonical sector chamber	Erdos887Formal.ExternalCanonicalExtraction	Erdos887Formal.ExternalCanonicalExtraction.CanonicalSectorChamber	Sector_can_sector_chamber_ZW	canonical sector chamber	18	field	Inputs	2641	Inputs: see declaration type and surrounding construction layer
26	2606	External canonical extraction and Gate A packaging	subsubsec:canonical-sector-chamber	Canonical sector chamber	Erdos887Formal.ExternalCanonicalExtraction	Erdos887Formal.ExternalCanonicalExtraction.CanonicalSectorChamber	Sector_can_sector_chamber_ZW	canonical sector chamber	19	field	Output	2642	Output: see declaration codomain
27	2647	External canonical extraction and Gate A packaging	subsec:field-level-canonical-overload-geometry	Component-level display of the canonical interval-overload datum	Erdos887Formal.ExternalCanonicalExtraction	Erdos887Formal.ExternalCanonicalExtraction.CanonicalGeometryDisplay	Geom_can_component_display	displayed canonical geometry read from the sector chamber	0	PACKAGE	CanonicalGeometryDisplay	2647	structure CanonicalGeometryDisplay
27	2647	External canonical extraction and Gate A packaging	subsec:field-level-canonical-overload-geometry	Component-level display of the canonical interval-overload datum	Erdos887Formal.ExternalCanonicalExtraction	Erdos887Formal.ExternalCanonicalExtraction.CanonicalGeometryDisplay	Geom_can_component_display	displayed canonical geometry read from the sector chamber	1	field	endpointZ	2650	endpointZ : EndpointEdge -> Nat
27	2647	External canonical extraction and Gate A packaging	subsec:field-level-canonical-overload-geometry	Component-level display of the canonical interval-overload datum	Erdos887Formal.ExternalCanonicalExtraction	Erdos887Formal.ExternalCanonicalExtraction.CanonicalGeometryDisplay	Geom_can_component_display	displayed canonical geometry read from the sector chamber	2	field	endpointT	2651	endpointT : EndpointVertex -> Nat
27	2647	External canonical extraction and Gate A packaging	subsec:field-level-canonical-overload-geometry	Component-level display of the canonical interval-overload datum	Erdos887Formal.ExternalCanonicalExtraction	Erdos887Formal.ExternalCanonicalExtraction.CanonicalGeometryDisplay	Geom_can_component_display	displayed canonical geometry read from the sector chamber	3	field	endpointCoeff	2652	endpointCoeff : EndpointEdge -> Rat
27	2647	External canonical extraction and Gate A packaging	subsec:field-level-canonical-overload-geometry	Component-level display of the canonical interval-overload datum	Erdos887Formal.ExternalCanonicalExtraction	Erdos887Formal.ExternalCanonicalExtraction.CanonicalGeometryDisplay	Geom_can_component_display	displayed canonical geometry read from the sector chamber	4	field	coeff_nonzero	2653	coeff_nonzero : forall e, endpointCoeff e ≠ 0
27	2647	External canonical extraction and Gate A packaging	subsec:field-level-canonical-overload-geometry	Component-level display of the canonical interval-overload datum	Erdos887Formal.ExternalCanonicalExtraction	Erdos887Formal.ExternalCanonicalExtraction.CanonicalGeometryDisplay	Geom_can_component_display	displayed canonical geometry read from the sector chamber	5	field	endpoint_eq	2654	endpoint_eq :
27	2647	External canonical extraction and Gate A packaging	subsec:field-level-canonical-overload-geometry	Component-level display of the canonical interval-overload datum	Erdos887Formal.ExternalCanonicalExtraction	Erdos887Formal.ExternalCanonicalExtraction.CanonicalGeometryDisplay	Geom_can_component_display	displayed canonical geometry read from the sector chamber	6	field	sector_nonzero	2659	sector_nonzero :
27	2647	External canonical extraction and Gate A packaging	subsec:field-level-canonical-overload-geometry	Component-level display of the canonical interval-overload datum	Erdos887Formal.ExternalCanonicalExtraction	Erdos887Formal.ExternalCanonicalExtraction.CanonicalGeometryDisplay	Geom_can_component_display	displayed canonical geometry read from the sector chamber	7	field	growthProfile	2661	growthProfile : AdjacentGap -> Rat
27	2647	External canonical extraction and Gate A packaging	subsec:field-level-canonical-overload-geometry	Component-level display of the canonical interval-overload datum	Erdos887Formal.ExternalCanonicalExtraction	Erdos887Formal.ExternalCanonicalExtraction.CanonicalGeometryDisplay	Geom_can_component_display	displayed canonical geometry read from the sector chamber	8	field	Lifecycle	2667	Lifecycle: theorem-source component
27	2647	External canonical extraction and Gate A packaging	subsec:field-level-canonical-overload-geometry	Component-level display of the canonical interval-overload datum	Erdos887Formal.ExternalCanonicalExtraction	Erdos887Formal.ExternalCanonicalExtraction.CanonicalGeometryDisplay	Geom_can_component_display	displayed canonical geometry read from the sector chamber	9	field	Status	2668	Status: theorem-source surface
27	2647	External canonical extraction and Gate A packaging	subsec:field-level-canonical-overload-geometry	Component-level display of the canonical interval-overload datum	Erdos887Formal.ExternalCanonicalExtraction	Erdos887Formal.ExternalCanonicalExtraction.CanonicalGeometryDisplay	Geom_can_component_display	displayed canonical geometry read from the sector chamber	10	field	Inputs	2669	Inputs: see declaration type and surrounding construction layer
27	2647	External canonical extraction and Gate A packaging	subsec:field-level-canonical-overload-geometry	Component-level display of the canonical interval-overload datum	Erdos887Formal.ExternalCanonicalExtraction	Erdos887Formal.ExternalCanonicalExtraction.CanonicalGeometryDisplay	Geom_can_component_display	displayed canonical geometry read from the sector chamber	11	field	Output	2670	Output: see declaration codomain
28	2695	External canonical extraction and Gate A packaging	subsec:field-level-canonical-overload-geometry	Component-level display of the canonical interval-overload datum	Erdos887Formal.ExternalCanonicalExtraction	Erdos887Formal.ExternalCanonicalExtraction.CanonicalIntervalOverloadCore	CanonicalIntervalOverloadCore		0	PACKAGE	CanonicalIntervalOverloadCore	2695	structure CanonicalIntervalOverloadCore where
28	2695	External canonical extraction and Gate A packaging	subsec:field-level-canonical-overload-geometry	Component-level display of the canonical interval-overload datum	Erdos887Formal.ExternalCanonicalExtraction	Erdos887Formal.ExternalCanonicalExtraction.CanonicalIntervalOverloadCore	CanonicalIntervalOverloadCore		1	field	Z	2696	Z : EndpointEdge -> Nat
28	2695	External canonical extraction and Gate A packaging	subsec:field-level-canonical-overload-geometry	Component-level display of the canonical interval-overload datum	Erdos887Formal.ExternalCanonicalExtraction	Erdos887Formal.ExternalCanonicalExtraction.CanonicalIntervalOverloadCore	CanonicalIntervalOverloadCore		2	field	T	2697	T : EndpointVertex -> Nat
28	2695	External canonical extraction and Gate A packaging	subsec:field-level-canonical-overload-geometry	Component-level display of the canonical interval-overload datum	Erdos887Formal.ExternalCanonicalExtraction	Erdos887Formal.ExternalCanonicalExtraction.CanonicalIntervalOverloadCore	CanonicalIntervalOverloadCore		3	field	b	2698	b : EndpointEdge -> Rat
28	2695	External canonical extraction and Gate A packaging	subsec:field-level-canonical-overload-geometry	Component-level display of the canonical interval-overload datum	Erdos887Formal.ExternalCanonicalExtraction	Erdos887Formal.ExternalCanonicalExtraction.CanonicalIntervalOverloadCore	CanonicalIntervalOverloadCore		4	field	Z_pos	2699	Z_pos : forall e, 0 < Z e
28	2695	External canonical extraction and Gate A packaging	subsec:field-level-canonical-overload-geometry	Component-level display of the canonical interval-overload datum	Erdos887Formal.ExternalCanonicalExtraction	Erdos887Formal.ExternalCanonicalExtraction.CanonicalIntervalOverloadCore	CanonicalIntervalOverloadCore		5	field	b_ne_zero	2700	b_ne_zero : forall e, b e ≠ 0
28	2695	External canonical extraction and Gate A packaging	subsec:field-level-canonical-overload-geometry	Component-level display of the canonical interval-overload datum	Erdos887Formal.ExternalCanonicalExtraction	Erdos887Formal.ExternalCanonicalExtraction.CanonicalIntervalOverloadCore	CanonicalIntervalOverloadCore		6	field	T_eq_incident_product	2701	T_eq_incident_product :
28	2695	External canonical extraction and Gate A packaging	subsec:field-level-canonical-overload-geometry	Component-level display of the canonical interval-overload datum	Erdos887Formal.ExternalCanonicalExtraction	Erdos887Formal.ExternalCanonicalExtraction.CanonicalIntervalOverloadCore	CanonicalIntervalOverloadCore		7	field	endpoint_eq	2703	endpoint_eq :
28	2695	External canonical extraction and Gate A packaging	subsec:field-level-canonical-overload-geometry	Component-level display of the canonical interval-overload datum	Erdos887Formal.ExternalCanonicalExtraction	Erdos887Formal.ExternalCanonicalExtraction.CanonicalIntervalOverloadCore	CanonicalIntervalOverloadCore		8	field	growthProfile	2707	growthProfile : AdjacentGap -> Rat
28	2695	External canonical extraction and Gate A packaging	subsec:field-level-canonical-overload-geometry	Component-level display of the canonical interval-overload datum	Erdos887Formal.ExternalCanonicalExtraction	Erdos887Formal.ExternalCanonicalExtraction.CanonicalIntervalOverloadCore	CanonicalIntervalOverloadCore		9	field	Lifecycle	2713	Lifecycle: theorem-source component
28	2695	External canonical extraction and Gate A packaging	subsec:field-level-canonical-overload-geometry	Component-level display of the canonical interval-overload datum	Erdos887Formal.ExternalCanonicalExtraction	Erdos887Formal.ExternalCanonicalExtraction.CanonicalIntervalOverloadCore	CanonicalIntervalOverloadCore		10	field	Status	2714	Status: theorem-source surface
28	2695	External canonical extraction and Gate A packaging	subsec:field-level-canonical-overload-geometry	Component-level display of the canonical interval-overload datum	Erdos887Formal.ExternalCanonicalExtraction	Erdos887Formal.ExternalCanonicalExtraction.CanonicalIntervalOverloadCore	CanonicalIntervalOverloadCore		11	field	Inputs	2715	Inputs: see declaration type and surrounding construction layer
28	2695	External canonical extraction and Gate A packaging	subsec:field-level-canonical-overload-geometry	Component-level display of the canonical interval-overload datum	Erdos887Formal.ExternalCanonicalExtraction	Erdos887Formal.ExternalCanonicalExtraction.CanonicalIntervalOverloadCore	CanonicalIntervalOverloadCore		12	field	Output	2716	Output: see declaration codomain
29	2721	External canonical extraction and Gate A packaging	subsec:field-level-canonical-overload-geometry	Component-level display of the canonical interval-overload datum	Erdos887Formal.ExternalCanonicalExtraction	Erdos887Formal.ExternalCanonicalExtraction.CanonicalPackagingSource	Pack_can	packaging source from geometry display to canonical core	0	PACKAGE	CanonicalPackagingSource	2721	structure CanonicalPackagingSource where
29	2721	External canonical extraction and Gate A packaging	subsec:field-level-canonical-overload-geometry	Component-level display of the canonical interval-overload datum	Erdos887Formal.ExternalCanonicalExtraction	Erdos887Formal.ExternalCanonicalExtraction.CanonicalPackagingSource	Pack_can	packaging source from geometry display to canonical core	1	field	packCore	2722	packCore :
30	2734	External canonical extraction and Gate A packaging	subsec:field-level-canonical-overload-geometry	Component-level display of the canonical interval-overload datum	Erdos887Formal.ExternalCanonicalExtraction	Erdos887Formal.ExternalCanonicalExtraction.PersistentExternalExtractionRoute	Persistent External Extraction Route		0	PACKAGE	PersistentExternalExtractionRoute	2734	structure PersistentExternalExtractionRoute
30	2734	External canonical extraction and Gate A packaging	subsec:field-level-canonical-overload-geometry	Component-level display of the canonical interval-overload datum	Erdos887Formal.ExternalCanonicalExtraction	Erdos887Formal.ExternalCanonicalExtraction.PersistentExternalExtractionRoute	Persistent External Extraction Route		1	field	Nrec	2736	Nrec : Nat
30	2734	External canonical extraction and Gate A packaging	subsec:field-level-canonical-overload-geometry	Component-level display of the canonical interval-overload datum	Erdos887Formal.ExternalCanonicalExtraction	Erdos887Formal.ExternalCanonicalExtraction.PersistentExternalExtractionRoute	Persistent External Extraction Route		2	field	n	2737	n : Nat
30	2734	External canonical extraction and Gate A packaging	subsec:field-level-canonical-overload-geometry	Component-level display of the canonical interval-overload datum	Erdos887Formal.ExternalCanonicalExtraction	Erdos887Formal.ExternalCanonicalExtraction.PersistentExternalExtractionRoute	Persistent External Extraction Route		3	field	n_pos	2738	n_pos : 0 < n
30	2734	External canonical extraction and Gate A packaging	subsec:field-level-canonical-overload-geometry	Component-level display of the canonical interval-overload datum	Erdos887Formal.ExternalCanonicalExtraction	Erdos887Formal.ExternalCanonicalExtraction.PersistentExternalExtractionRoute	Persistent External Extraction Route		4	field	n_large	2739	n_large : Nrec <= n
30	2734	External canonical extraction and Gate A packaging	subsec:field-level-canonical-overload-geometry	Component-level display of the canonical interval-overload datum	Erdos887Formal.ExternalCanonicalExtraction	Erdos887Formal.ExternalCanonicalExtraction.PersistentExternalExtractionRoute	Persistent External Extraction Route		5	field	W	2740	W : OrderedFiveDivisorWitness C n
30	2734	External canonical extraction and Gate A packaging	subsec:field-level-canonical-overload-geometry	Component-level display of the canonical interval-overload datum	Erdos887Formal.ExternalCanonicalExtraction	Erdos887Formal.ExternalCanonicalExtraction.PersistentExternalExtractionRoute	Persistent External Extraction Route		6	field	pairFrontier	2741	pairFrontier : RootBandK5PairFrontier W :=
30	2734	External canonical extraction and Gate A packaging	subsec:field-level-canonical-overload-geometry	Component-level display of the canonical interval-overload datum	Erdos887Formal.ExternalCanonicalExtraction	Erdos887Formal.ExternalCanonicalExtraction.PersistentExternalExtractionRoute	Persistent External Extraction Route		7	field	A	2743	A : CanonicalAtomization W
30	2734	External canonical extraction and Gate A packaging	subsec:field-level-canonical-overload-geometry	Component-level display of the canonical interval-overload datum	Erdos887Formal.ExternalCanonicalExtraction	Erdos887Formal.ExternalCanonicalExtraction.PersistentExternalExtractionRoute	Persistent External Extraction Route		8	field	U	2744	U : DirectedQuotientSystem A
30	2734	External canonical extraction and Gate A packaging	subsec:field-level-canonical-overload-geometry	Component-level display of the canonical interval-overload datum	Erdos887Formal.ExternalCanonicalExtraction	Erdos887Formal.ExternalCanonicalExtraction.PersistentExternalExtractionRoute	Persistent External Extraction Route		9	field	bounded	2745	bounded : BoundedFullK5Chamber U
30	2734	External canonical extraction and Gate A packaging	subsec:field-level-canonical-overload-geometry	Component-level display of the canonical interval-overload datum	Erdos887Formal.ExternalCanonicalExtraction	Erdos887Formal.ExternalCanonicalExtraction.PersistentExternalExtractionRoute	Persistent External Extraction Route		10	field	Lifecycle	2751	Lifecycle: theorem-source component
30	2734	External canonical extraction and Gate A packaging	subsec:field-level-canonical-overload-geometry	Component-level display of the canonical interval-overload datum	Erdos887Formal.ExternalCanonicalExtraction	Erdos887Formal.ExternalCanonicalExtraction.PersistentExternalExtractionRoute	Persistent External Extraction Route		11	field	Status	2752	Status: public wrapper
30	2734	External canonical extraction and Gate A packaging	subsec:field-level-canonical-overload-geometry	Component-level display of the canonical interval-overload datum	Erdos887Formal.ExternalCanonicalExtraction	Erdos887Formal.ExternalCanonicalExtraction.PersistentExternalExtractionRoute	Persistent External Extraction Route		12	field	Inputs	2753	Inputs: see declaration type and surrounding construction layer
30	2734	External canonical extraction and Gate A packaging	subsec:field-level-canonical-overload-geometry	Component-level display of the canonical interval-overload datum	Erdos887Formal.ExternalCanonicalExtraction	Erdos887Formal.ExternalCanonicalExtraction.PersistentExternalExtractionRoute	Persistent External Extraction Route		13	field	Output	2754	Output: see declaration codomain
31	2759	External canonical extraction and Gate A packaging	subsec:field-level-canonical-overload-geometry	Component-level display of the canonical interval-overload datum	Erdos887Formal.ExternalCanonicalExtraction	Erdos887Formal.ExternalCanonicalExtraction.RootBandSurvivorReconstructionSource	RootBandSurvivorReconstructionSource	source producing persistent bounded routes	0	PACKAGE	RootBandSurvivorReconstructionSource	2759	structure RootBandSurvivorReconstructionSource where
31	2759	External canonical extraction and Gate A packaging	subsec:field-level-canonical-overload-geometry	Component-level display of the canonical interval-overload datum	Erdos887Formal.ExternalCanonicalExtraction	Erdos887Formal.ExternalCanonicalExtraction.RootBandSurvivorReconstructionSource	RootBandSurvivorReconstructionSource	source producing persistent bounded routes	1	field	persistent_bounded_branch	2760	persistent_bounded_branch :
32	2778	Canonical datum, B/C growth, and endpoint source scaffolding	subsec:incident-growth-max-linear-profile	Incident growth and the max-linear profile	Erdos887Formal	Erdos887Formal.IncidentGrowthLawData	IncidentGrowthLawData		0	PACKAGE	IncidentGrowthLawData	2778	structure IncidentGrowthLawData (alpha : Type u) where
32	2778	Canonical datum, B/C growth, and endpoint source scaffolding	subsec:incident-growth-max-linear-profile	Incident growth and the max-linear profile	Erdos887Formal	Erdos887Formal.IncidentGrowthLawData	IncidentGrowthLawData		1	field	nu	2779	nu : Fin 5 -> alpha
32	2778	Canonical datum, B/C growth, and endpoint source scaffolding	subsec:incident-growth-max-linear-profile	Incident growth and the max-linear profile	Erdos887Formal	Erdos887Formal.IncidentGrowthLawData	IncidentGrowthLawData		2	field	sigma	2780	sigma : Fin 5 -> alpha
32	2778	Canonical datum, B/C growth, and endpoint source scaffolding	subsec:incident-growth-max-linear-profile	Incident growth and the max-linear profile	Erdos887Formal	Erdos887Formal.IncidentGrowthLawData	IncidentGrowthLawData		3	field	nu_eq_sigma	2781	nu_eq_sigma : forall i, nu i = sigma i
32	2778	Canonical datum, B/C growth, and endpoint source scaffolding	subsec:incident-growth-max-linear-profile	Incident growth and the max-linear profile	Erdos887Formal	Erdos887Formal.IncidentGrowthLawData	IncidentGrowthLawData		4	field	nu_balanced	2782	nu_balanced : forall i j, nu i = nu j
33	2787	Canonical datum, B/C growth, and endpoint source scaffolding	subsec:incident-growth-max-linear-profile	Incident growth and the max-linear profile	Erdos887Formal	Erdos887Formal.BalancedEndpointGrowth	BalancedEndpointGrowth		0	PACKAGE	BalancedEndpointGrowth	2787	structure BalancedEndpointGrowth (alpha : Type u) where
33	2787	Canonical datum, B/C growth, and endpoint source scaffolding	subsec:incident-growth-max-linear-profile	Incident growth and the max-linear profile	Erdos887Formal	Erdos887Formal.BalancedEndpointGrowth	BalancedEndpointGrowth		1	field	sigma	2788	sigma : Fin 5 -> alpha
33	2787	Canonical datum, B/C growth, and endpoint source scaffolding	subsec:incident-growth-max-linear-profile	Incident growth and the max-linear profile	Erdos887Formal	Erdos887Formal.BalancedEndpointGrowth	BalancedEndpointGrowth		2	field	balanced	2789	balanced : forall i j, sigma i = sigma j
34	2794	Canonical datum, B/C growth, and endpoint source scaffolding	subsec:nonuniform-endpoint-nonexistence	Nonuniform monotone-cubic certificates and the uniform balanced-growth output	Erdos887Formal	Erdos887Formal.LeftLowMonotoneCubicBranchData	LeftLowMonotoneCubicCertificate		0	PACKAGE	LeftLowMonotoneCubicBranchData	2794	structure LeftLowMonotoneCubicBranchData where
34	2794	Canonical datum, B/C growth, and endpoint source scaffolding	subsec:nonuniform-endpoint-nonexistence	Nonuniform monotone-cubic certificates and the uniform balanced-growth output	Erdos887Formal	Erdos887Formal.LeftLowMonotoneCubicBranchData	LeftLowMonotoneCubicCertificate		1	field	H	2795	H : Rat
34	2794	Canonical datum, B/C growth, and endpoint source scaffolding	subsec:nonuniform-endpoint-nonexistence	Nonuniform monotone-cubic certificates and the uniform balanced-growth output	Erdos887Formal	Erdos887Formal.LeftLowMonotoneCubicBranchData	LeftLowMonotoneCubicCertificate		2	field	U	2796	U : Rat
34	2794	Canonical datum, B/C growth, and endpoint source scaffolding	subsec:nonuniform-endpoint-nonexistence	Nonuniform monotone-cubic certificates and the uniform balanced-growth output	Erdos887Formal	Erdos887Formal.LeftLowMonotoneCubicBranchData	LeftLowMonotoneCubicCertificate		3	field	V	2797	V : Rat
34	2794	Canonical datum, B/C growth, and endpoint source scaffolding	subsec:nonuniform-endpoint-nonexistence	Nonuniform monotone-cubic certificates and the uniform balanced-growth output	Erdos887Formal	Erdos887Formal.LeftLowMonotoneCubicBranchData	LeftLowMonotoneCubicCertificate		4	field	L	2798	L : Rat
34	2794	Canonical datum, B/C growth, and endpoint source scaffolding	subsec:nonuniform-endpoint-nonexistence	Nonuniform monotone-cubic certificates and the uniform balanced-growth output	Erdos887Formal	Erdos887Formal.LeftLowMonotoneCubicBranchData	LeftLowMonotoneCubicCertificate		5	field	B	2799	B : Rat
